customer_no,customer_id,Recency,Frequency,Monetary,Recency_score,Frequency_score,Monetary_score,RFM_SCORE,Segment,Is_Loyal
1252,2254,440,1,15.79,1,1,1,111,hibernating,Not Loyal
1253,2255,212,1,36.81,3,1,2,312,about_to_sleep,Not Loyal
1254,2256,470,1,26.12,1,1,1,111,hibernating,Not Loyal
1255,2257,426,1,60.63,1,1,3,113,hibernating,Not Loyal
1256,2258,274,1,37.29,2,1,2,212,hibernating,Not Loyal
1257,2259,90,1,56.99,5,1,2,512,new_customers,Not Loyal
1258,2260,221,2,161.74,3,2,5,325,about_to_sleep,Not Loyal
1259,2261,1369,2,63.41,1,2,3,123,hibernating,Not Loyal
1260,2262,88,1,16.25,5,1,1,511,new_customers,Not Loyal
1261,2263,269,2,96.84,3,2,3,323,about_to_sleep,Not Loyal
1262,2264,254,1,69.51,3,1,3,313,about_to_sleep,Not Loyal
1263,2265,299,1,66.31,2,1,3,213,hibernating,Not Loyal
1264,2266,32,2,47.46,5,2,2,522,potential_loyalists,Loyal
1265,2267,516,1,49.5,1,1,2,112,hibernating,Not Loyal
1266,2268,435,1,27.94,1,1,1,111,hibernating,Not Loyal
1267,2269,156,1,31.67,4,1,2,412,promising,Not Loyal
1268,2270,713,1,26.68,1,1,1,111,hibernating,Not Loyal
1269,2271,778,1,56.07,1,1,2,112,hibernating,Not Loyal
1270,2272,418,2,48.41,1,2,2,122,hibernating,Not Loyal
1271,2273,651,1,27.8,1,1,1,111,hibernating,Not Loyal
1272,2274,24,2,96.62,5,2,3,523,potential_loyalists,Loyal
1273,2275,26,1,21.21,5,1,1,511,new_customers,Not Loyal
1274,2276,68,1,18.59,5,1,1,511,new_customers,Not Loyal
1275,2277,64,2,111.64,5,2,4,524,potential_loyalists,Loyal
1276,2278,227,1,149.44,3,1,4,314,about_to_sleep,Not Loyal
1277,2279,489,1,62.05,1,1,3,113,hibernating,Not Loyal
1278,2280,131,1,69.46,4,1,3,413,promising,Not Loyal
1279,2281,130,1,29.8,4,1,1,411,promising,Not Loyal
1280,2282,87,1,27.93,5,1,1,511,new_customers,Not Loyal
1281,2283,140,1,33.73,4,1,2,412,promising,Not Loyal
1282,2284,51,3,94.53,5,3,3,533,potential_loyalists,Loyal
1283,2285,561,1,37.78,1,1,2,112,hibernating,Not Loyal
1284,2286,441,1,47.44,1,1,2,112,hibernating,Not Loyal
1285,2287,274,3,351.15,2,3,5,235,at_Risk,Not Loyal
1286,2288,205,1,58.85,3,1,2,312,about_to_sleep,Not Loyal
1287,2289,151,1,46.64,4,1,2,412,promising,Not Loyal
1288,2290,572,1,42.49,1,1,2,112,hibernating,Not Loyal
1289,2291,52,1,23.26,5,1,1,511,new_customers,Not Loyal
1290,2292,112,1,18.59,4,1,1,411,promising,Not Loyal
1291,2293,324,1,65.4,2,1,3,213,hibernating,Not Loyal
1292,2294,220,3,55.28,3,3,2,332,need_attention,Not Loyal
1293,2295,569,1,17.81,1,1,1,111,hibernating,Not Loyal
1294,2296,48,1,18.93,5,1,1,511,new_customers,Not Loyal
1295,2297,9,1,57.56,5,1,2,512,new_customers,Not Loyal
1296,2298,365,1,23.27,2,1,1,211,hibernating,Not Loyal
1297,2299,101,1,11.58,4,1,1,411,promising,Not Loyal
1298,2300,3,2,269.62,5,2,5,525,potential_loyalists,Loyal
1299,2301,350,1,63.64,2,1,3,213,hibernating,Not Loyal
1300,2302,100,1,73.8,4,1,3,413,promising,Not Loyal
1301,2303,435,1,13.93,1,1,1,111,hibernating,Not Loyal
1302,2304,62,1,15.7,5,1,1,511,new_customers,Not Loyal
1303,2305,334,2,31.31,2,2,2,222,hibernating,Not Loyal
1304,2306,89,1,60.64,5,1,3,513,new_customers,Not Loyal
1305,2307,101,1,68.61,4,1,3,413,promising,Not Loyal
1306,2308,98,1,12.98,4,1,1,411,promising,Not Loyal
1307,2309,110,2,110.39,4,2,4,424,potential_loyalists,Loyal
1308,2310,821,1,45.4,1,1,2,112,hibernating,Not Loyal
1309,2311,215,1,208.62,3,1,5,315,about_to_sleep,Not Loyal
1310,2312,150,1,56.07,4,1,2,412,promising,Not Loyal
1311,2313,1566,3,105.9,1,3,4,134,at_Risk,Not Loyal
1312,2314,27,1,12.99,5,1,1,511,new_customers,Not Loyal
1313,2315,117,1,21.4,4,1,1,411,promising,Not Loyal
1314,2316,91,1,32.6,4,1,2,412,promising,Not Loyal
1315,2317,1448,2,39.15,1,2,2,122,hibernating,Not Loyal
1316,2318,514,2,63.35,1,2,3,123,hibernating,Not Loyal
1317,2319,333,2,139.9,2,2,4,224,hibernating,Not Loyal
1318,2320,1065,1,13.44,1,1,1,111,hibernating,Not Loyal
1319,2321,770,1,66.34,1,1,3,113,hibernating,Not Loyal
1320,2322,601,1,23.54,1,1,1,111,hibernating,Not Loyal
1321,2323,1677,1,36.4,1,1,2,112,hibernating,Not Loyal
1322,2324,210,1,64.93,3,1,3,313,about_to_sleep,Not Loyal
1323,2325,235,1,57.98,3,1,2,312,about_to_sleep,Not Loyal
1324,2326,70,1,61.2,5,1,3,513,new_customers,Not Loyal
1325,2327,191,1,65.75,3,1,3,313,about_to_sleep,Not Loyal
1326,2328,165,2,37.46,4,2,2,422,potential_loyalists,Loyal
1327,2329,269,1,27.9,3,1,1,311,about_to_sleep,Not Loyal
1328,2330,1086,1,13.46,1,1,1,111,hibernating,Not Loyal
1329,2331,218,1,15.87,3,1,1,311,about_to_sleep,Not Loyal
1330,2332,461,1,24.21,1,1,1,111,hibernating,Not Loyal
1331,2333,289,1,62.14,2,1,3,213,hibernating,Not Loyal
1332,2334,343,1,15.79,2,1,1,211,hibernating,Not Loyal
1333,2335,218,1,38.21,3,1,2,312,about_to_sleep,Not Loyal
1334,2336,172,2,107.91,4,2,4,424,potential_loyalists,Loyal
1335,2337,196,1,19.28,3,1,1,311,about_to_sleep,Not Loyal
1336,2338,51,1,15.79,5,1,1,511,new_customers,Not Loyal
1337,2339,361,2,215.86,2,2,5,225,hibernating,Not Loyal
1338,2340,201,1,23.25,3,1,1,311,about_to_sleep,Not Loyal
1339,2341,100,11,654.89,4,5,5,455,loyal_customers,Loyal
1340,2342,142,1,57.14,4,1,2,412,promising,Not Loyal
1341,2343,103,1,57.93,4,1,2,412,promising,Not Loyal
1342,2344,47,1,32.59,5,1,2,512,new_customers,Not Loyal
1343,2345,129,1,56.88,4,1,2,412,promising,Not Loyal
1344,2347,514,1,20.51,1,1,1,111,hibernating,Not Loyal
1345,2348,1578,1,23.26,1,1,1,111,hibernating,Not Loyal
1346,2349,1561,1,35.59,1,1,2,112,hibernating,Not Loyal
1347,2350,97,1,25.14,4,1,1,411,promising,Not Loyal
1348,2351,29,1,20.92,5,1,1,511,new_customers,Not Loyal
1349,2352,189,2,46.48,3,2,2,322,about_to_sleep,Not Loyal
1350,2353,383,1,12.06,1,1,1,111,hibernating,Not Loyal
1351,2354,737,1,23.62,1,1,1,111,hibernating,Not Loyal
1352,2355,407,3,206.01,1,3,5,135,at_Risk,Not Loyal
1353,2356,494,1,25.18,1,1,1,111,hibernating,Not Loyal
1354,2357,670,5,218.33,1,5,5,155,cant_loose,Not Loyal
1355,2358,424,1,15.79,1,1,1,111,hibernating,Not Loyal
1356,2359,852,2,88.68,1,2,3,123,hibernating,Not Loyal
1357,2360,49,1,21.4,5,1,1,511,new_customers,Not Loyal
1358,2361,148,1,41.2,4,1,2,412,promising,Not Loyal
1359,2362,105,1,127.9,4,1,4,414,promising,Not Loyal
1360,2363,489,1,30.84,1,1,2,112,hibernating,Not Loyal
1361,2364,10,1,41.05,5,1,2,512,new_customers,Not Loyal
1362,2365,480,1,19.3,1,1,1,111,hibernating,Not Loyal
1363,2366,777,1,48.6,1,1,2,112,hibernating,Not Loyal
1364,2367,203,1,32.62,3,1,2,312,about_to_sleep,Not Loyal
1365,2368,177,2,66.6,4,2,3,423,potential_loyalists,Loyal
1366,2369,329,1,17.29,2,1,1,211,hibernating,Not Loyal
1367,2370,165,1,16.92,4,1,1,411,promising,Not Loyal
1368,2371,88,1,46.64,5,1,2,512,new_customers,Not Loyal
1369,2372,83,3,129.97,5,3,4,534,potential_loyalists,Loyal
1370,2373,37,4,232.05,5,4,5,545,champions,Loyal
1371,2374,89,1,52.11,5,1,2,512,new_customers,Not Loyal
1372,2375,549,1,13.99,1,1,1,111,hibernating,Not Loyal
1373,2376,572,1,41.61,1,1,2,112,hibernating,Not Loyal
1374,2377,443,1,59.3,1,1,2,112,hibernating,Not Loyal
1375,2378,477,1,27.06,1,1,1,111,hibernating,Not Loyal
1376,2379,268,1,60.64,3,1,3,313,about_to_sleep,Not Loyal
1377,2380,166,1,23.25,4,1,1,411,promising,Not Loyal
1378,2381,20,1,16.72,5,1,1,511,new_customers,Not Loyal
1379,2382,324,2,27.01,2,2,1,221,hibernating,Not Loyal
1380,2383,281,4,202.42,2,4,5,245,at_Risk,Not Loyal
1381,2384,192,2,35.32,3,2,2,322,about_to_sleep,Not Loyal
1382,2385,819,1,44.44,1,1,2,112,hibernating,Not Loyal
1383,2386,481,1,46.68,1,1,2,112,hibernating,Not Loyal
1384,2387,193,1,9.24,3,1,1,311,about_to_sleep,Not Loyal
1385,2388,359,1,59.91,2,1,2,212,hibernating,Not Loyal
1386,2389,51,1,34.42,5,1,2,512,new_customers,Not Loyal
1387,2390,139,2,54,4,2,2,422,potential_loyalists,Loyal
1388,2391,82,7,382.38,5,5,5,555,champions,Loyal
1389,2392,35,4,20.38,5,4,1,541,champions,Loyal
1390,2393,160,1,90,4,1,3,413,promising,Not Loyal
1391,2394,74,1,57.92,5,1,2,512,new_customers,Not Loyal
1392,2395,87,1,99.5,5,1,3,513,new_customers,Not Loyal
1393,2396,248,2,166.33,3,2,5,325,about_to_sleep,Not Loyal
1394,2397,263,1,60.26,3,1,3,313,about_to_sleep,Not Loyal
1395,2398,157,1,7.85,4,1,1,411,promising,Not Loyal
1396,2399,28,1,62.13,5,1,3,513,new_customers,Not Loyal
1397,2400,439,1,58.79,1,1,2,112,hibernating,Not Loyal
1398,2401,95,1,64.47,4,1,3,413,promising,Not Loyal
1399,2402,590,1,29.38,1,1,1,111,hibernating,Not Loyal
1400,2403,144,5,352.67,4,5,5,455,loyal_customers,Loyal
1401,2404,143,2,120.16,4,2,4,424,potential_loyalists,Loyal
1402,2405,57,1,24.11,5,1,1,511,new_customers,Not Loyal
1403,2406,224,1,74.94,3,1,3,313,about_to_sleep,Not Loyal
1404,2407,66,1,70.07,5,1,3,513,new_customers,Not Loyal
1405,2408,80,1,60.71,5,1,3,513,new_customers,Not Loyal
1406,2409,1587,1,16.76,1,1,1,111,hibernating,Not Loyal
1407,2410,248,1,33.93,3,1,2,312,about_to_sleep,Not Loyal
1408,2411,169,1,67.94,4,1,3,413,promising,Not Loyal
1409,2412,34,2,41.78,5,2,2,522,potential_loyalists,Loyal
1410,2413,137,3,101.94,4,3,4,434,potential_loyalists,Loyal
1411,2414,158,1,63.5,4,1,3,413,promising,Not Loyal
1412,2415,69,1,60.64,5,1,3,513,new_customers,Not Loyal
1413,2416,227,1,15.79,3,1,1,311,about_to_sleep,Not Loyal
1414,2417,32,1,65.37,5,1,3,513,new_customers,Not Loyal
1415,2418,155,1,25.14,4,1,1,411,promising,Not Loyal
1416,2419,321,1,15.79,2,1,1,211,hibernating,Not Loyal
1417,2420,239,1,34.86,3,1,2,312,about_to_sleep,Not Loyal
1418,2421,176,4,333.97,4,4,5,445,loyal_customers,Loyal
1419,2422,214,1,177.34,3,1,5,315,about_to_sleep,Not Loyal
1420,2423,316,2,407.56,2,2,5,225,hibernating,Not Loyal
1421,2424,9,1,67.17,5,1,3,513,new_customers,Not Loyal
1422,2425,1051,1,9.24,1,1,1,111,hibernating,Not Loyal
1423,2426,332,1,51.37,2,1,2,212,hibernating,Not Loyal
1424,2427,758,1,16.64,1,1,1,111,hibernating,Not Loyal
1425,2428,572,1,17.82,1,1,1,111,hibernating,Not Loyal
1426,2429,475,1,43.55,1,1,2,112,hibernating,Not Loyal
1427,2430,257,1,28.88,3,1,1,311,about_to_sleep,Not Loyal
1428,2431,95,1,21.38,4,1,1,411,promising,Not Loyal
1429,2432,21,2,168.58,5,2,5,525,potential_loyalists,Loyal
1430,2433,93,1,51.26,4,1,2,412,promising,Not Loyal
1431,2434,280,8,590.81,2,5,5,255,cant_loose,Not Loyal
1432,2435,244,1,31.21,3,1,2,312,about_to_sleep,Not Loyal
1433,2436,344,1,89.7,2,1,3,213,hibernating,Not Loyal
1434,2437,73,1,12.99,5,1,1,511,new_customers,Not Loyal
1435,2438,165,1,38.76,4,1,2,412,promising,Not Loyal
1436,2439,1580,1,40.69,1,1,2,112,hibernating,Not Loyal
1437,2440,72,1,65.41,5,1,3,513,new_customers,Not Loyal
1438,2441,288,1,20.41,2,1,1,211,hibernating,Not Loyal
1439,2442,50,1,25.12,5,1,1,511,new_customers,Not Loyal
1440,2443,151,2,236.59,4,2,5,425,potential_loyalists,Loyal
1441,2444,202,3,249.34,3,3,5,335,need_attention,Not Loyal
1442,2445,253,1,29.81,3,1,1,311,about_to_sleep,Not Loyal
1443,2446,125,1,61.18,4,1,3,413,promising,Not Loyal
1444,2447,19,1,13.92,5,1,1,511,new_customers,Not Loyal
1445,2448,55,1,12.99,5,1,1,511,new_customers,Not Loyal
1446,2449,1246,5,570.98,1,5,5,155,cant_loose,Not Loyal
1447,2450,184,1,9.25,3,1,1,311,about_to_sleep,Not Loyal
1448,2451,281,1,57.98,2,1,2,212,hibernating,Not Loyal
1449,2452,96,1,59.78,4,1,2,412,promising,Not Loyal
1450,2453,572,1,47.73,1,1,2,112,hibernating,Not Loyal
1451,2454,228,2,69.61,3,2,3,323,about_to_sleep,Not Loyal
1452,2455,3,1,81.87,5,1,3,513,new_customers,Not Loyal
1453,2456,210,1,59.81,3,1,2,312,about_to_sleep,Not Loyal
1454,2457,789,1,81.22,1,1,3,113,hibernating,Not Loyal
1455,2458,288,1,23.22,2,1,1,211,hibernating,Not Loyal
1456,2459,79,1,64.11,5,1,3,513,new_customers,Not Loyal
1457,2460,104,2,110.87,4,2,4,424,potential_loyalists,Loyal
1458,2461,266,1,45.7,3,1,2,312,about_to_sleep,Not Loyal
1459,2462,1754,1,29.47,1,1,1,111,hibernating,Not Loyal
1460,2463,307,2,34.04,2,2,2,222,hibernating,Not Loyal
1461,2464,577,3,93.92,1,3,3,133,at_Risk,Not Loyal
1462,2465,488,1,8.78,1,1,1,111,hibernating,Not Loyal
1463,2466,45,1,13.92,5,1,1,511,new_customers,Not Loyal
1464,2467,35,3,114.93,5,3,4,534,potential_loyalists,Loyal
1465,2468,1481,1,62.13,1,1,3,113,hibernating,Not Loyal
1466,2469,74,1,13.92,5,1,1,511,new_customers,Not Loyal
1467,2470,305,2,117.85,2,2,4,224,hibernating,Not Loyal
1468,2471,337,1,12.06,2,1,1,211,hibernating,Not Loyal
1469,2472,489,2,116.51,1,2,4,124,hibernating,Not Loyal
1470,2473,741,1,61.28,1,1,3,113,hibernating,Not Loyal
1471,2474,415,1,67.75,1,1,3,113,hibernating,Not Loyal
1472,2475,152,1,128.85,4,1,4,414,promising,Not Loyal
1473,2476,338,1,10.9,2,1,1,211,hibernating,Not Loyal
1474,2477,613,1,135.24,1,1,4,114,hibernating,Not Loyal
1475,2478,28,7,82.94,5,5,3,553,champions,Loyal
1476,2479,149,3,134.28,4,3,4,434,potential_loyalists,Loyal
1477,2480,203,1,16.73,3,1,1,311,about_to_sleep,Not Loyal
1478,2481,111,1,59.89,4,1,2,412,promising,Not Loyal
1479,2482,202,2,100.61,3,2,4,324,about_to_sleep,Not Loyal
1480,2483,89,1,13.92,5,1,1,511,new_customers,Not Loyal
1481,2485,161,1,19.53,4,1,1,411,promising,Not Loyal
1482,2486,420,1,58.88,1,1,2,112,hibernating,Not Loyal
1483,2487,1579,1,21.63,1,1,1,111,hibernating,Not Loyal
1484,2488,359,1,55.01,2,1,2,212,hibernating,Not Loyal
1485,2489,21,6,181.78,5,5,5,555,champions,Loyal
1486,2490,328,1,13.92,2,1,1,211,hibernating,Not Loyal
1487,2491,216,1,37.74,3,1,2,312,about_to_sleep,Not Loyal
1488,2493,103,1,61.68,4,1,3,413,promising,Not Loyal
1489,2494,313,1,23.27,2,1,1,211,hibernating,Not Loyal
1490,2495,11,1,38.66,5,1,2,512,new_customers,Not Loyal
1491,2496,364,1,28.64,2,1,1,211,hibernating,Not Loyal
1492,2497,247,1,12.06,3,1,1,311,about_to_sleep,Not Loyal
1493,2498,256,1,12.52,3,1,1,311,about_to_sleep,Not Loyal
1494,2499,48,2,18.13,5,2,1,521,potential_loyalists,Loyal
1495,2500,193,2,85.09,3,2,3,323,about_to_sleep,Not Loyal
1496,2501,426,1,43.83,1,1,2,112,hibernating,Not Loyal
1497,2502,54,1,79.32,5,1,3,513,new_customers,Not Loyal
1498,2503,1664,1,41.94,1,1,2,112,hibernating,Not Loyal
1499,2504,98,6,349.17,4,5,5,455,loyal_customers,Loyal
1500,2505,199,1,55.19,3,1,2,312,about_to_sleep,Not Loyal
1501,2506,377,1,13.92,1,1,1,111,hibernating,Not Loyal
1502,2507,17,1,11.58,5,1,1,511,new_customers,Not Loyal
1503,2508,1076,1,13.91,1,1,1,111,hibernating,Not Loyal
1504,2509,158,1,12.06,4,1,1,411,promising,Not Loyal
1505,2510,130,1,128.42,4,1,4,414,promising,Not Loyal
1506,2511,797,1,38.22,1,1,2,112,hibernating,Not Loyal
1507,2512,111,1,14.35,4,1,1,411,promising,Not Loyal
1508,2513,911,1,15.79,1,1,1,111,hibernating,Not Loyal
1509,2514,57,4,138.76,5,4,4,544,champions,Loyal
1510,2515,177,1,61.66,4,1,3,413,promising,Not Loyal
1511,2516,425,1,28.87,1,1,1,111,hibernating,Not Loyal
1512,2517,437,1,44.66,1,1,2,112,hibernating,Not Loyal
1513,2518,23,1,21.4,5,1,1,511,new_customers,Not Loyal
1514,2519,18,1,13.92,5,1,1,511,new_customers,Not Loyal
1515,2520,44,1,47.56,5,1,2,512,new_customers,Not Loyal
1516,2521,127,1,36.35,4,1,2,412,promising,Not Loyal
1517,2522,74,2,116.28,5,2,4,524,potential_loyalists,Loyal
1518,2523,958,3,458.04,1,3,5,135,at_Risk,Not Loyal
1519,2524,84,1,17.2,5,1,1,511,new_customers,Not Loyal
1520,2525,273,1,23.18,2,1,1,211,hibernating,Not Loyal
1521,2526,153,7,431.36,4,5,5,455,loyal_customers,Loyal
1522,2527,10,3,85.14,5,3,3,533,potential_loyalists,Loyal
1523,2528,347,1,32.61,2,1,2,212,hibernating,Not Loyal
1524,2529,33,7,91.87,5,5,3,553,champions,Loyal
1525,2530,105,1,56.92,4,1,2,412,promising,Not Loyal
1526,2531,167,1,56.17,4,1,2,412,promising,Not Loyal
1527,2532,226,2,70.74,3,2,3,323,about_to_sleep,Not Loyal
1528,2533,43,1,43.07,5,1,2,512,new_customers,Not Loyal
1529,2534,105,1,12.06,4,1,1,411,promising,Not Loyal
1530,2535,220,1,102.23,3,1,4,314,about_to_sleep,Not Loyal
1531,2536,1744,1,102.17,1,1,4,114,hibernating,Not Loyal
1532,2537,415,2,159.7,1,2,5,125,hibernating,Not Loyal
1533,2538,86,2,47.46,5,2,2,522,potential_loyalists,Loyal
1534,2539,299,1,17.48,2,1,1,211,hibernating,Not Loyal
1535,2540,1610,1,31.26,1,1,2,112,hibernating,Not Loyal
1536,2541,16,1,57.64,5,1,2,512,new_customers,Not Loyal
1537,2542,20,1,20.43,5,1,1,511,new_customers,Not Loyal
1538,2543,142,1,9.25,4,1,1,411,promising,Not Loyal
1539,2544,325,1,35.89,2,1,2,212,hibernating,Not Loyal
1540,2545,341,1,26.81,2,1,1,211,hibernating,Not Loyal
1541,2546,5,2,138.47,5,2,4,524,potential_loyalists,Loyal
1542,2547,276,4,246.42,2,4,5,245,at_Risk,Not Loyal
1543,2548,132,1,14.01,4,1,1,411,promising,Not Loyal
1544,2549,8,2,25.78,5,2,1,521,potential_loyalists,Loyal
1545,2550,248,1,7.38,3,1,1,311,about_to_sleep,Not Loyal
1546,2551,236,2,92.64,3,2,3,323,about_to_sleep,Not Loyal
1547,2552,557,1,63.04,1,1,3,113,hibernating,Not Loyal
1548,2553,216,3,80.09,3,3,3,333,need_attention,Not Loyal
1549,2554,82,7,592.95,5,5,5,555,champions,Loyal
1550,2555,480,1,36.91,1,1,2,112,hibernating,Not Loyal
1551,2556,474,1,94.21,1,1,3,113,hibernating,Not Loyal
1552,2557,182,2,158.7,3,2,5,325,about_to_sleep,Not Loyal
1553,2558,79,1,71.48,5,1,3,513,new_customers,Not Loyal
1554,2559,56,1,15.78,5,1,1,511,new_customers,Not Loyal
1555,2560,22,1,76.27,5,1,3,513,new_customers,Not Loyal
1556,2561,3,1,51.3,5,1,2,512,new_customers,Not Loyal
1557,2562,143,1,13.92,4,1,1,411,promising,Not Loyal
1558,2563,1737,1,120.54,1,1,4,114,hibernating,Not Loyal
1559,2564,1252,1,30.83,1,1,2,112,hibernating,Not Loyal
1560,2565,22,1,47.56,5,1,2,512,new_customers,Not Loyal
1561,2566,442,1,58.79,1,1,2,112,hibernating,Not Loyal
1562,2567,114,6,630.41,4,5,5,455,loyal_customers,Loyal
1563,2568,108,1,22.34,4,1,1,411,promising,Not Loyal
1564,2569,76,1,13.92,5,1,1,511,new_customers,Not Loyal
1565,2570,474,1,64.68,1,1,3,113,hibernating,Not Loyal
1566,2571,122,7,149.52,4,5,4,454,loyal_customers,Loyal
1567,2572,200,5,606.42,3,5,5,355,loyal_customers,Not Loyal
1568,2573,278,2,49.25,2,2,2,222,hibernating,Not Loyal
1569,2574,322,1,10.19,2,1,1,211,hibernating,Not Loyal
1570,2575,724,1,61.62,1,1,3,113,hibernating,Not Loyal
1571,2576,696,1,8.29,1,1,1,111,hibernating,Not Loyal
1572,2577,234,1,57.44,3,1,2,312,about_to_sleep,Not Loyal
1573,2578,68,2,35.42,5,2,2,522,potential_loyalists,Loyal
1574,2579,12,1,15.7,5,1,1,511,new_customers,Not Loyal
1575,2580,149,1,39.86,4,1,2,412,promising,Not Loyal
1576,2581,238,1,49.44,3,1,2,312,about_to_sleep,Not Loyal
1577,2582,274,1,24.21,2,1,1,211,hibernating,Not Loyal
1578,2583,284,1,12.06,2,1,1,211,hibernating,Not Loyal
1579,2584,58,1,43.31,5,1,2,512,new_customers,Not Loyal
1580,2585,471,1,20.51,1,1,1,111,hibernating,Not Loyal
1581,2586,9,1,18.59,5,1,1,511,new_customers,Not Loyal
1582,2587,157,1,51.3,4,1,2,412,promising,Not Loyal
1583,2588,224,1,29.49,3,1,1,311,about_to_sleep,Not Loyal
1584,2589,423,1,73.36,1,1,3,113,hibernating,Not Loyal
1585,2590,555,1,66.9,1,1,3,113,hibernating,Not Loyal
1586,2591,34,1,57.92,5,1,2,512,new_customers,Not Loyal
1587,2592,221,5,104.36,3,5,4,354,loyal_customers,Not Loyal
1588,2593,70,1,17.18,5,1,1,511,new_customers,Not Loyal
1589,2594,71,1,16.71,5,1,1,511,new_customers,Not Loyal
1590,2595,488,1,38.88,1,1,2,112,hibernating,Not Loyal
1591,2596,529,1,22.88,1,1,1,111,hibernating,Not Loyal
1592,2597,134,1,18.93,4,1,1,411,promising,Not Loyal
1593,2598,155,1,27.93,4,1,1,411,promising,Not Loyal
1594,2599,113,1,29.25,4,1,1,411,promising,Not Loyal
1595,2600,33,1,12.99,5,1,1,511,new_customers,Not Loyal
1596,2601,121,1,65.41,4,1,3,413,promising,Not Loyal
1597,2602,176,1,18.59,4,1,1,411,promising,Not Loyal
1598,2603,683,1,102.63,1,1,4,114,hibernating,Not Loyal
1599,2604,74,1,25.14,5,1,1,511,new_customers,Not Loyal
1600,2605,248,2,37.47,3,2,2,322,about_to_sleep,Not Loyal
1601,2606,183,1,19.72,3,1,1,311,about_to_sleep,Not Loyal
1602,2607,109,5,340.37,4,5,5,455,loyal_customers,Loyal
1603,2608,153,1,57.8,4,1,2,412,promising,Not Loyal
1604,2609,788,1,18.65,1,1,1,111,hibernating,Not Loyal
1605,2610,101,2,36.32,4,2,2,422,potential_loyalists,Loyal
1606,2611,785,1,21.77,1,1,1,111,hibernating,Not Loyal
1607,2612,872,1,58.87,1,1,2,112,hibernating,Not Loyal
1608,2613,319,1,17.64,2,1,1,211,hibernating,Not Loyal
1609,2614,533,2,315.19,1,2,5,125,hibernating,Not Loyal
1610,2615,2,1,38.21,5,1,2,512,new_customers,Not Loyal
1611,2616,66,1,37.46,5,1,2,512,new_customers,Not Loyal
1612,2617,1606,1,76.77,1,1,3,113,hibernating,Not Loyal
1613,2618,319,1,22.15,2,1,1,211,hibernating,Not Loyal
1614,2619,69,1,67.24,5,1,3,513,new_customers,Not Loyal
1615,2620,416,1,33.36,1,1,2,112,hibernating,Not Loyal
1616,2621,44,2,120.02,5,2,4,524,potential_loyalists,Loyal
1617,2622,549,1,65.18,1,1,3,113,hibernating,Not Loyal
1618,2623,23,1,113.92,5,1,4,514,new_customers,Not Loyal
1619,2624,798,2,51.67,1,2,2,122,hibernating,Not Loyal
1620,2625,3,4,324.58,5,4,5,545,champions,Loyal
1621,2626,326,1,45.42,2,1,2,212,hibernating,Not Loyal
1622,2627,149,3,244.02,4,3,5,435,potential_loyalists,Loyal
1623,2628,420,1,8.78,1,1,1,111,hibernating,Not Loyal
1624,2629,425,1,25.61,1,1,1,111,hibernating,Not Loyal
1625,2630,267,1,12.9,3,1,1,311,about_to_sleep,Not Loyal
1626,2631,558,1,31.16,1,1,2,112,hibernating,Not Loyal
1627,2632,397,1,57.93,1,1,2,112,hibernating,Not Loyal
1628,2633,237,2,152.86,3,2,5,325,about_to_sleep,Not Loyal
1629,2634,365,1,52.24,2,1,2,212,hibernating,Not Loyal
1630,2635,457,2,95.3,1,2,3,123,hibernating,Not Loyal
1631,2636,436,1,114.71,1,1,4,114,hibernating,Not Loyal
1632,2637,169,4,344.55,4,4,5,445,loyal_customers,Loyal
1633,2638,424,1,135.39,1,1,4,114,hibernating,Not Loyal
1634,2639,263,1,56.99,3,1,2,312,about_to_sleep,Not Loyal
1635,2640,298,1,27.01,2,1,1,211,hibernating,Not Loyal
1636,2641,129,3,184.34,4,3,5,435,potential_loyalists,Loyal
1637,2642,528,1,79.35,1,1,3,113,hibernating,Not Loyal
1638,2643,459,1,40.56,1,1,2,112,hibernating,Not Loyal
1639,2644,1182,2,47.36,1,2,2,122,hibernating,Not Loyal
1640,2645,256,1,28.87,3,1,1,311,about_to_sleep,Not Loyal
1641,2646,378,1,8.31,1,1,1,111,hibernating,Not Loyal
1642,2647,94,1,61.68,4,1,3,413,promising,Not Loyal
1643,2648,151,5,324.26,4,5,5,455,loyal_customers,Loyal
1644,2649,31,2,99.01,5,2,3,523,potential_loyalists,Loyal
1645,2650,262,1,17.66,3,1,1,311,about_to_sleep,Not Loyal
1646,2651,94,1,22.71,4,1,1,411,promising,Not Loyal
1647,2652,120,1,37.25,4,1,2,412,promising,Not Loyal
1648,2653,289,1,55.98,2,1,2,212,hibernating,Not Loyal
1649,2654,63,1,27,5,1,1,511,new_customers,Not Loyal
1650,2655,494,1,101.92,1,1,4,114,hibernating,Not Loyal
1651,2656,423,2,29.72,1,2,1,121,hibernating,Not Loyal
1652,2657,46,7,57.41,5,5,2,552,champions,Loyal
1653,2658,432,1,38.69,1,1,2,112,hibernating,Not Loyal
1654,2659,216,1,13.71,3,1,1,311,about_to_sleep,Not Loyal
1655,2660,424,1,12.99,1,1,1,111,hibernating,Not Loyal
1656,2661,46,1,12.06,5,1,1,511,new_customers,Not Loyal
1657,2662,152,1,35.42,4,1,2,412,promising,Not Loyal
1658,2663,565,1,104.39,1,1,4,114,hibernating,Not Loyal
